capcode,capcode_short,discipline,service,region,region_code,location,station,unit_type,unit_type_name,callsign,unit_number,description,remark,status,confidence,sources,source_urls
000100700,0100700,,,Amsterdam-Amstelland,,,,,,,,53 | BRW | Amsterdam Nico | Kazernealarm noodprocedure,,ok,medium,tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100710,0100710,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100711,0100711,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100712,0100712,Brandweer,Brandweer,Amsterdam-Amstelland,,,,AL,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100719,0100719,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-IJsbrand,Amsterdam-IJsbrand,,,,,Kazernealarm,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100759,0100759,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Piket AC,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100763,0100763,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Officier Informatie en Opschaling,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100769,0100769,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Nico,Amsterdam-Nico,,,,,Kazernealarm,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100791,0100791,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100800,0100800,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100810,0100810,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100811,0100811,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100869,0100869,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Pieter,Amsterdam-Pieter,,,,,Kazernealarm,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100891,0100891,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100900,0100900,,,Amsterdam-Amstelland,,,,,,,,62 | BRW | Amsterdam Pieter | Kazernealarm Noodprocedure,,ok,medium,tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100910,0100910,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100911,0100911,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100912,0100912,Brandweer,Brandweer,Amsterdam-Amstelland,,,,AL,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000100919,0100919,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Rudolf,Amsterdam-Rudolf,,,,,Kazernealarm,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100950,0100950,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Teunis,Amsterdam-Teunis,HV,Hulpverleningsvoertuig,,577,Hulpverleningsvoertuig-577 `,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100969,0100969,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Teunis,Amsterdam-Teunis,,,,,Lichtkrant kazerne,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000100991,0100991,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101000,0101000,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101010,0101010,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101011,0101011,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101012,0101012,Brandweer,Brandweer,Amsterdam-Amstelland,,,,AS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101019,0101019,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Victor,Amsterdam-Victor,,,,,Kazernealarm,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101056,0101056,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Meetplanleider,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101058,0101058,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,HOvD,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101059,0101059,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Voorlichting,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101069,0101069,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,ROvD,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101091,0101091,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101100,0101100,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101110,0101110,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101111,0101111,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Adviseur Gevaarlijke Stoffen,AA AGS1,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126;https://p2000.bommel.net/cap2csv.php
000101112,0101112,Brandweer,Brandweer,Amsterdam-Amstelland,,,,AL,,,,BRW Amsterdam-Amstelland ( Reserve AGS ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101115,0101115,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,TBO,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101191,0101191,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101200,0101200,,,Amsterdam-Amstelland,,,,,,,,77 | BRW | Amsterdam Victor | Kazernealarm noodprocedure,,ok,medium,tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101204,0101204,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,OvD Noord - spoed,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101205,0101205,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,OvD Noord,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101208,0101208,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Willem,Amsterdam-Willem,,,,,Ademluchtvoertuig,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101209,0101209,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Willem,Amsterdam-Willem,,,,,Ademluchtvoertuig,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101210,0101210,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101211,0101211,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101212,0101212,Brandweer,Brandweer,Amsterdam-Amstelland,,,,AL,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101218,0101218,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Willem,Amsterdam-Willem,,,,,Waterongevallenvoertuig,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101219,0101219,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Willem,Amsterdam-Willem,,,,,Kazernealarm,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101269,0101269,Brandweer,Brandweer,Amsterdam-Amstelland,,Amsterdam-Zebra,Amsterdam-Zebra,,,,,Kazernealarm,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101291,0101291,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101300,0101300,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,BRW Amsterdam-Amstelland/RVhv ( Ondersteunings Peloton A ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101304,0101304,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Staffunctionaris Logistiek en Bevoorrading,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101306,0101306,Brandweer,Brandweer,Amsterdam-Amstelland,,,,CO,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101307,0101307,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101308,0101308,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101309,0101309,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101310,0101310,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,BRW Amsterdam-Amstelland/RVhv ( Plotter ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101311,0101311,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101381,0101381,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101391,0101391,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101400,0101400,Brandweer,Brandweer,Amsterdam-Amstelland,,Diemen,Diemen,,,,,Blusgroep 1,,ok,high,bommel;tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126;https://p2000.bommel.net/cap2csv.php
000101402,0101402,Brandweer,Brandweer,Amsterdam-Amstelland,,Diemen,Diemen,,,,,Blusgroep 2,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101407,0101407,Brandweer,Brandweer,Amsterdam-Amstelland,,Diemen,Diemen,,,,,Postcommandant,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101410,0101410,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101411,0101411,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101412,0101412,Brandweer,Brandweer,Amsterdam-Amstelland,,,,AL,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101419,0101419,Brandweer,Brandweer,Amsterdam-Amstelland,,Diemen,Diemen,,,,,Lichtkrant Kazerne,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000101491,0101491,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101500,0101500,Brandweer,Brandweer,Amsterdam-Amstelland,,Badhoevedorp,Badhoevedorp,,,,,Blusgroep,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126;https://p2000.bommel.net/cap2csv.php
000101510,0101510,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101511,0101511,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101591,0101591,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101600,0101600,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101609,0101609,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101610,0101610,Brandweer,Brandweer,Amsterdam-Amstelland,,,,,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101611,0101611,Brandweer,Brandweer,Amsterdam-Amstelland,,,,TS,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101612,0101612,Brandweer,Brandweer,Amsterdam-Amstelland,,,,HV,,,,Brandweer Amsterdam-Amstelland,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
000101613,0101613,,,Amsterdam-Amstelland,,,,MCU,,,,105 | BRW | Diemen | Bezetting MCU,,ok,medium,tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=495911126
